,actor_loss,critic_loss
217,-0.005828544229734689,1.229704780598695e-05
218,-0.023764272592961787,2.4657702056174458e-05
219,-0.006376533338334411,3.095019761758522e-05
220,-0.022865969128906725,2.2538038660968595e-05
221,-0.006231774250045419,2.1218286610746874e-05
222,-0.02281374400481582,3.106823642156087e-05
223,-0.0061716856551356615,1.3396651604580257e-05
224,-0.02348354458808899,2.2959323416671396e-05
225,-0.006966268795076757,2.799548382199646e-05
226,-0.024059084057807923,1.5758931806431064e-05
227,-0.006897164369001984,3.449685000305181e-05
228,-0.0233764604665339,1.627826272851962e-05
229,-0.0060831565759144725,2.967971396401481e-05
230,-0.02269489150494337,3.180562339366588e-05
231,-0.006395717768464237,2.386652120094368e-05
232,-0.02369863223284483,2.9580970340248315e-05
233,-0.005981030385009944,8.249430368323375e-06
234,-0.022982970159500838,2.319341555221399e-05
235,-0.0065612691221758725,3.4648341886622803e-05
236,-0.022309870971366764,1.0807756120811974e-05
237,-0.006073933443985879,1.2370302079034445e-05
238,-0.02298154979944229,2.3927854499561363e-05
239,-0.0055013522855006155,6.8750291632113655e-06
240,-0.02274069469422102,3.0627477713096596e-05
241,-0.005533003120217472,7.37996104476224e-06
242,-0.022552889352664352,2.6106192353836378e-05
243,-0.006245790154207498,1.6817395948010017e-05
244,-0.022337542148306966,2.42920089931431e-05
245,-0.005751190509181469,1.728432056324891e-05
246,-0.022595773078501226,2.5258459413635136e-05
247,-0.00572470590705052,2.0591120568269615e-05
248,-0.02214644867926836,3.170312413658394e-05
249,-0.005111220933031291,1.6675011033839836e-05
250,-0.023081151489168405,2.2138427652862447e-05
251,-0.004909964627586305,1.1519470916709906e-05
252,-0.021472200658172368,1.767981993907597e-05
253,-0.005282858537975698,1.0614489559657158e-05
254,-0.022958879359066486,6.505539231511648e-05
255,-0.005518499133177102,9.269308907278174e-06
256,-0.02265525786206126,2.8439198695195954e-05
257,-0.004948324698489159,1.1659759161375405e-05
258,-0.023311934992671014,2.7326481676936966e-05
259,-0.005028691608458757,1.5372662960544404e-05
260,-0.020813025161623956,9.527793395136541e-06
261,-0.005861112987622619,1.6254740518206746e-05
262,-0.021658483380451798,2.3805205159987963e-05
263,-0.00585957826115191,1.3064466656942386e-05
264,-0.0211889305151999,1.3633011985803022e-05
265,-0.005031232722103596,1.0997477488672303e-05
266,-0.02134633744135499,2.3932602050535934e-05
267,-0.00548923333408311,7.2105808158084985e-06
268,-0.021617618249729277,2.9550695035140962e-05
269,-0.005182472104206681,2.2081736881318646e-05
270,-0.020822663279250263,2.480415996615193e-05
271,-0.006084870081394911,2.4292466218867047e-05
272,-0.02115439404733479,1.0318212912352464e-05
273,-0.00487726452993229,1.5941292036814048e-05
274,-0.01932271192781627,1.9880395643667726e-05
275,-0.004739533533575013,2.6355607872119435e-05
276,-0.02136451187543571,4.0763284414424564e-05
277,-0.0048401144100353125,2.8278394768221916e-05
278,-0.02092211036942899,1.4490129365185566e-05
279,-0.005113631184212863,1.2402706551029041e-05
280,-0.019814673392102123,1.5698791253271337e-05
281,-0.005108931113500148,6.288033745249777e-06
282,-0.0210040379781276,2.4540411800444417e-05
283,-0.005237125081475824,1.2422631056097088e-05
284,-0.019855330931022763,3.234815544601588e-05
285,-0.004501622391398996,1.623003833515213e-05
286,-0.020488457893952726,1.912292327688192e-05
287,-0.004502920899540186,6.070204273100899e-06
288,-0.018435387453064323,1.734491208935651e-05
289,-0.004749454709235578,1.4603729766804463e-05
290,-0.019428903236985207,3.054752492062107e-05
291,-0.005450365017168224,2.137747520691846e-05
292,-0.018355959840118886,2.0470938670769102e-05
293,-0.005134971829829737,1.3244023972447393e-05
294,-0.01951528205536306,1.877629966884342e-05
295,-0.004493545007426292,4.906938328304022e-05
296,-0.018794917222112417,3.064886243464571e-05
297,-0.004220341553445905,2.148990893147129e-05
298,-0.018272219179198145,2.6016200899903195e-05
299,-0.0057363879983313385,3.1319254685513445e-05
300,-0.017925373278558254,1.1740899185497256e-05
301,-0.0054322599084116515,1.0347193074267124e-05
302,-0.016536984825506806,1.9343491021572846e-05
303,-0.005151715141255409,1.3231539742264432e-05
304,-0.01742988554760814,3.142527452837385e-05
305,-0.0049222255358472465,2.005940598905909e-05
306,-0.017817597836256027,2.7427810914559812e-05
307,-0.004133993486175313,1.85649285413092e-05
308,-0.01640459173358977,2.261018501030776e-05
309,-0.005519069870933891,2.8154103642918926e-05
310,-0.016031056037172677,9.082777182811697e-06
311,-0.004525787560851313,1.756104277319537e-05
312,-0.017636144254356622,1.0524068898121186e-05
313,-0.004657820973079652,1.643721479922533e-05
314,-0.01549282856285572,9.408771688868e-06
315,-0.003879221767419949,4.688834678745479e-06
316,-0.015060579730197787,1.64844980304224e-05
317,-0.004301445814780891,7.206393735259553e-06
318,-0.016038199234753848,2.3865488924457167e-05
319,-0.004472324645030312,8.50747483127634e-06
320,-0.016045198286883534,3.1244598972079984e-05
321,-0.003874318444286473,1.336362498705057e-05
322,-0.015523274475708605,2.3033537536321093e-05
323,-0.004414704215014354,1.8565109135693093e-05
324,-0.015068680886179209,1.283614451494941e-05
325,-0.003984100473462604,1.0611135462568199e-05
326,-0.01458852607756853,2.1492820474122708e-05
327,-0.0037816058757016435,1.6493164156372587e-05
328,-0.013929994264617562,1.0515394285448565e-05
329,-0.004141514806542545,1.0996212415648187e-05
330,-0.014752509444952011,1.8807033848133868e-05
331,-0.0037234019488096236,1.6394476361369925e-05
332,-0.015616216976195575,4.118834331165999e-05
333,-0.003873529238626361,1.1655465510784779e-05
334,-0.013835710450075566,2.6627960630776214e-05
335,-0.004044136297306977,1.0637878176567028e-05
336,-0.015608782088384033,3.269735811954888e-05
337,-0.004411070872447453,2.7591025457240903e-05
338,-0.013288217410445214,1.818680811993545e-05
339,-0.00361506859480869,8.730341824048082e-06
340,-0.013403325341641903,2.2711581084422506e-05
341,-0.003512154470081441,6.421133258527334e-06
342,-0.01223009170498699,1.3378532003116561e-05
343,-0.004272110495367088,2.6187772897401372e-05
344,-0.012787215039134025,3.7017693807683826e-05
345,-0.004106683272402734,2.453159108881664e-05
346,-0.012047275435179472,1.3785616420136649e-05
347,-0.00380626751575619,7.870718030744684e-06
348,-0.012680779956281186,2.7068086887993557e-05
349,-0.003468203777447343,1.122167284961506e-05
350,-0.012055845255963505,3.8076689361332686e-05
351,-0.0036090823559788987,1.391226208511398e-05
352,-0.011322969465982168,2.6726635860541136e-05
353,-0.0038963942497503012,1.1974628785083042e-05
354,-0.01188209915999323,1.2106618237339717e-05
355,-0.0038379564066417515,3.659895080545539e-05
356,-0.012108940188772977,2.4578832039878762e-05
357,-0.003907870460534468,1.701644657714496e-05
358,-0.012491546152159572,3.698637542584038e-05
359,-0.0029743952502030878,1.8703357756066908e-05
360,-0.011302115768194199,1.7785594252472947e-05
361,-0.0027166627522092314,6.674683322671626e-06
362,-0.010649560601450503,1.1565739328034397e-05
363,-0.003723115602042526,2.3819919260859023e-05
364,-0.011692937440238893,2.1110951979608217e-05
365,-0.003449610655661672,2.7956317717325872e-05
366,-0.010564638022333383,1.5592942816056166e-05
367,-0.0031300900271162392,1.156493003406922e-05
368,-0.011312824720516802,1.2363180326246948e-05
369,-0.0036394639319041744,4.02957881817656e-05
370,-0.011638311704155057,2.313664647317637e-05
371,-0.003280587654444389,2.918613926112812e-05
372,-0.010529078426770866,2.8517399914562703e-05
373,-0.002509942732285708,2.342100473811115e-05
374,-0.011766073550097645,4.4600670435102074e-05
375,-0.0034602510277181864,2.175926384779814e-05
376,-0.010935671441257,3.269701078352227e-05
377,-0.0034644932398805394,1.3582916540144652e-05
378,-0.010122642805799841,2.3841889628783974e-05
379,-0.0038649021385936066,4.9608935387368544e-05
380,-0.01086268830113113,2.3135571996135696e-05
381,-0.003338746674126014,3.243840375262152e-05
382,-0.01244860072620213,2.6489615311220405e-05
383,-0.0037132120749447496,2.508575339561503e-05
384,-0.01124336088541895,3.05496249893622e-05
385,-0.004126378352520987,3.575503485535592e-05
386,-0.011725952592678368,2.6476452899260038e-05
387,-0.004178197376313619,1.8574283905081758e-05
388,-0.011092401912901551,2.117212704888516e-05
389,-0.0033035880012903364,9.452534163756354e-06
390,-0.011521244049072265,3.1396726353705165e-05
391,-0.0037963488372042774,1.9604674264428468e-05
392,-0.01220671939663589,4.005372245501349e-05
393,-0.0035651368554681538,1.2949554741226165e-05
394,-0.009355072036851198,2.192637691678101e-05
395,-0.004467375305830501,2.3549345820583766e-05
396,-0.011040958925150335,1.8045377260023088e-05
397,-0.004406873532570898,1.2708723733112493e-05
398,-0.010953333182260393,2.2219754259822367e-05
399,-0.003739097807556391,1.2114710602872947e-05
400,-0.01105970754288137,1.7730441845742463e-05
401,-0.0031067390606040134,2.0428211723810818e-05
402,-0.010485329106450081,3.587612309274846e-05
403,-0.003016425421810709,1.0199867102755888e-05
404,-0.011637646984308959,2.231470502920274e-05
405,-0.0038335520715918393,1.0662750435130875e-05
406,-0.011353986547328531,2.5818905237429134e-05
407,-0.0037987365562003107,6.651913110999885e-06
408,-0.010811272216960788,1.506977157532674e-05
409,-0.0035182429885026066,9.433236203904017e-06
410,-0.010318257799372076,3.055659390156506e-05
411,-0.003914751921547577,2.269208325174077e-05
412,-0.012229206459596752,3.6096878238822684e-05
413,-0.003973654244327917,1.5555038652337315e-05
414,-0.009722694125957786,1.6292575787701934e-05
415,-0.003456590589485131,1.2534301311006857e-05
416,-0.010075635672546924,1.6202376036744683e-05
417,-0.0044413820578483865,3.5980044611960696e-05
418,-0.010016336408443748,4.6147668808771416e-05
419,-0.002794766370789148,2.2384618534943002e-05
420,-0.010004063346423208,2.5511896592433913e-05
421,-0.003832922031870112,2.614629729293938e-05
422,-0.010507061157841235,3.7534965622398885e-05
423,-0.00354776302119717,2.0253106555401246e-05
424,-0.010544822132214905,3.924390373413189e-05
425,-0.0032225715374806898,2.1361580445500293e-05
426,-0.009990203147754072,3.500602902022365e-05
427,-0.0029110251256497578,1.9996129697119614e-05
428,-0.010228582785930484,3.724957261965756e-05
429,-0.003314227334340103,2.4854426976617104e-05
430,-0.009142038295976818,2.4234142301793327e-05
431,-0.003272108145756647,1.068209986669899e-05
432,-0.00977268444839865,1.5017976647868635e-05
433,-0.004282343239174225,2.145951925740519e-05
434,-0.010145585285499692,1.752197156292823e-05
435,-0.0033105420880019665,2.1547761014062418e-05
436,-0.011043632472865283,3.4518414975082126e-05
437,-0.003268980816937983,1.7056533806680818e-05
438,-0.010971535695716739,3.168322257351974e-05
439,-0.004983540682587773,2.9001769667047485e-05
440,-0.010919200791977345,1.871514186859713e-05
441,-0.003281431831419468,1.5650039131287485e-05
442,-0.009442027856130153,1.4343136967909231e-05
443,-0.0029739444085862487,2.3894029834536922e-05
444,-0.009742789575830102,2.353073273297923e-05
445,-0.003604815949802287,1.98256268959085e-05
446,-0.008744057267904282,1.0538540800553165e-05
447,-0.0042293167905882,2.718378553367984e-05
448,-0.009611966146621853,2.7725533868760976e-05
449,-0.003380006679799408,2.05322171041189e-05
450,-0.00975502459332347,3.301435967841826e-05
451,-0.0037356806511525064,3.0348449331540906e-05
452,-0.009223896358162165,1.648627869599295e-05
453,-0.003530023302300833,1.3897198789436515e-05
454,-0.010037446417845786,3.06939921074445e-05
455,-0.0030681737058330326,1.2133304926464916e-05
456,-0.010525334975682199,3.810591633737204e-05
457,-0.00432202112278901,3.7068112300175925e-05
458,-0.009979439701419323,3.089789618115901e-05
459,-0.0037081292364746334,2.751656197688135e-05
460,-0.01054458012804389,2.8644428880397754e-05
461,-0.00274679925350938,3.3131059137758714e-05
462,-0.00943174639251083,2.0707283078991166e-05
463,-0.0037216467666439713,3.841295232405173e-05
464,-0.009830729174427687,2.1705625681534e-05
465,-0.004422732937382534,2.9048786961993757e-05
466,-0.011053654504939914,2.118378472459881e-05
467,-0.004676518507767469,2.5676125304130437e-05
468,-0.009393825090955942,3.2014345924835653e-05
469,-0.004098043171688914,1.4389348928034451e-05
470,-0.010276633687317372,2.8475940735006588e-05
471,-0.005133731407113373,2.47495707753842e-05
472,-0.010314809216652066,2.2281164615378656e-05
473,-0.004966655402677133,4.0418541220788026e-05
474,-0.009357904468197375,2.2025848988960205e-05
475,-0.005005908489692956,3.454981589356976e-05
476,-0.010290616122074426,3.1528000249636534e-05
477,-0.003538750886218622,1.8398276642983548e-05
478,-0.01101618898101151,2.3632330282907787e-05
479,-0.0044743243022821845,2.3222414233714518e-05
480,-0.01105774745810777,2.3574800025016884e-05
481,-0.004251299926545471,2.1334199902867113e-05
482,-0.009972897986881436,3.6569533654073895e-05
483,-0.003745968028670177,1.8610099147053916e-05
484,-0.011146084661595524,3.629571658620989e-05
485,-0.0053654399351216854,1.4164401682137395e-05
486,-0.011641909251920879,2.6310896805625818e-05
487,-0.006004852888872847,4.386424635640651e-05
488,-0.011050646752119064,1.75829435193009e-05
489,-0.005617336084833368,3.364308289519613e-05
490,-0.011241187201812863,4.1952661899813395e-05
491,-0.004122299095615745,3.141412480545114e-05
492,-0.010869863955304027,4.552483944735286e-05
493,-0.0041858548764139416,1.925769583976944e-05
494,-0.012641593487933278,5.944456815996091e-05
495,-0.005108121130615473,3.361219497719503e-05
496,-0.010979005950503051,3.72398363197135e-05
497,-0.00553101379191503,9.797685836474557e-05
498,-0.01316140959970653,4.782905393767578e-05
499,-0.004498978867195547,3.215755400560738e-05
500,-0.012099230149760842,3.79903679004201e-05
501,-0.00495884133852087,6.788745643007132e-05
502,-0.01188669172115624,2.4788357563920727e-05
503,-0.005266867962200194,2.3349998264166062e-05
504,-0.01293683792464435,7.651982184597728e-05
505,-0.00549113544402644,3.496450221973646e-05
506,-0.01342662877868861,2.8835621878897656e-05
507,-0.008011577767319977,3.8200016842893095e-05
508,-0.013408700935542583,2.424290712497168e-05
509,-0.00747867954778485,3.523618074723345e-05
510,-0.014381817169487476,5.181908236409072e-05
511,-0.007242967141792178,1.7581479869477335e-05
512,-0.013799978466704488,2.6467379393579903e-05
513,-0.007064493850339204,2.7968324366156595e-05
514,-0.015258920285850764,3.29182030782249e-05
515,-0.006339001713786274,2.4927040510647202e-05
516,-0.014671320701017976,4.707592465820198e-05
517,-0.008716262062080204,2.278805548030505e-05
518,-0.016113184252753855,5.862837037966529e-05
519,-0.007329107052646578,2.4861941324161307e-05
520,-0.014719100901857018,5.3379624228000465e-05
521,-0.007844960526563227,3.0077030737629683e-05
522,-0.015828413981944324,4.967151958226168e-05
523,-0.008698215486947446,3.684151190554985e-05
524,-0.014777970453724264,3.9259916866285495e-05
525,-0.009906416782177985,4.6514399878105904e-05
526,-0.016562154097482563,3.9479038468925866e-05
527,-0.008803144400008022,3.1167110159913135e-05
528,-0.016514509357511996,3.1787554485163126e-05
529,-0.008690429641865194,3.413758454371418e-05
530,-0.01739546344615519,2.01694806719388e-05
531,-0.008692213613539935,3.125910498056328e-05
532,-0.016160278907045723,4.129169474254013e-05
533,-0.008390677184797824,2.8553757260851853e-05
534,-0.014457462029531598,4.319258180203178e-05
535,-0.01003835592418909,3.198091608282994e-05
536,-0.01724709898699075,4.9775694742493214e-05
537,-0.010421667923219502,3.453050001098745e-05
538,-0.01742661572061479,6.462851013111504e-05
539,-0.011316580511629582,4.468059764803911e-05
540,-0.016911445604637265,3.724360508385871e-05
541,-0.010111569962464272,2.40340992718302e-05
542,-0.01698935474269092,3.202991783837206e-05
543,-0.00928194741718471,2.3900747612515262e-05
544,-0.017213508347049357,4.1162668458127884e-05
545,-0.01040552428457886,4.568750300677493e-05
546,-0.0188959788531065,6.185141837704578e-05
547,-0.010006000357680022,2.635960806856019e-05
548,-0.01746028601191938,4.323917019064538e-05
549,-0.011609919712645933,3.9009090005492905e-05
550,-0.01705646691843867,4.3754963121500624e-05
551,-0.010896920936647802,2.7603189039382414e-05
552,-0.018480219645425677,3.210391287211678e-05
553,-0.011316865752451121,2.526400649003335e-05
554,-0.018355570919811725,4.371687523416767e-05
555,-0.012367320875637234,2.459634224578622e-05
556,-0.01983918696641922,5.341514647625445e-05
557,-0.012589073460549115,4.138516986813556e-05
558,-0.015934335300698876,2.2822071969130775e-05
559,-0.012128192326053977,3.913077698598499e-05
560,-0.01902507864870131,3.8437783177869275e-05
561,-0.011802511848509311,2.4093071465358663e-05
562,-0.018551252176985146,4.316725089665851e-05
563,-0.011667797761037945,3.838008599359455e-05
564,-0.01977119306102395,5.1222707998022085e-05
565,-0.013704002322629093,2.3401077442031237e-05
566,-0.018766786577180027,5.9412122664070924e-05
567,-0.01314218039624393,6.169590162699023e-05
568,-0.019993542227894068,6.711700261803344e-05
569,-0.012111592153087259,3.994068356405478e-05
570,-0.019485989632084966,4.1046551177714716e-05
571,-0.012427244218997657,2.7747725903282115e-05
572,-0.019724954664707185,4.343349182818201e-05
573,-0.0128217012854293,2.5641459683356515e-05
574,-0.017326872097328305,4.397817838253104e-05
575,-0.013585422048345208,3.860518038436567e-05
576,-0.019287038315087556,3.6892240268571185e-05
577,-0.012535520037636161,3.413840631765197e-05
578,-0.01984265400096774,4.715695940831211e-05
579,-0.013604873418807983,3.607186229146464e-05
580,-0.018890632363036276,2.979741286708304e-05
581,-0.01438219053670764,3.6351256858324633e-05
582,-0.02044483181089163,5.7505120685164e-05
583,-0.01456436135340482,3.7578188994302764e-05
584,-0.01941212881356478,5.181836468182155e-05
585,-0.013128411397337914,3.2379755793954246e-05
586,-0.020032394910231233,5.639101186716289e-05
587,-0.01411114342045039,3.9203706432999755e-05
588,-0.020844561234116554,7.756092181807617e-05
589,-0.01817041514441371,4.3609016802292897e-05
590,-0.020335748698562382,4.568267804643256e-05
591,-0.013632043614052236,2.17260514773443e-05
